StatisticsDate,TargetDiseaseCode,TargetDisease,LocationCountry,LocationCountryEHAK,LocationCounty,LocationCountyEHAK,LocationLevel,MeasurementType,LocationPopulation,DailyCount,TotalCount,PopulationCoverage
2020-12-27,219,COVID-19,Eesti,233,,,County,DosesAdministered,2157,0,0,
2020-12-27,219,COVID-19,Eesti,233,,,County,FullyVaccinated,2157,0,0,0
2020-12-27,219,COVID-19,Eesti,233,,,County,Vaccinated,2157,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Harju maakond",0037,County,DosesAdministered,605029,85,85,
2020-12-27,219,COVID-19,Eesti,233,"Harju maakond",0037,County,FullyVaccinated,605029,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Harju maakond",0037,County,Vaccinated,605029,85,85,0.01
2020-12-27,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,DosesAdministered,9315,0,0,
2020-12-27,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,FullyVaccinated,9315,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,Vaccinated,9315,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,DosesAdministered,134259,49,49,
2020-12-27,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,FullyVaccinated,134259,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,Vaccinated,134259,49,49,0.04
2020-12-27,219,COVID-19,Eesti,233,"Järva maakond",0052,County,DosesAdministered,30174,0,0,
2020-12-27,219,COVID-19,Eesti,233,"Järva maakond",0052,County,FullyVaccinated,30174,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Järva maakond",0052,County,Vaccinated,30174,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,DosesAdministered,28442,4,4,
2020-12-27,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,FullyVaccinated,28442,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,Vaccinated,28442,4,4,0.01
2020-12-27,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,DosesAdministered,20444,1,1,
2020-12-27,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,FullyVaccinated,20444,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,Vaccinated,20444,1,1,0
2020-12-27,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,DosesAdministered,58862,1,1,
2020-12-27,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,FullyVaccinated,58862,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,Vaccinated,58862,1,1,0
2020-12-27,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,DosesAdministered,86185,2,2,
2020-12-27,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,FullyVaccinated,86185,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,Vaccinated,86185,2,2,0
2020-12-27,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,DosesAdministered,24647,4,4,
2020-12-27,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,FullyVaccinated,24647,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,Vaccinated,24647,4,4,0.02
2020-12-27,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,DosesAdministered,33282,1,1,
2020-12-27,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,FullyVaccinated,33282,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,Vaccinated,33282,1,1,0
2020-12-27,219,COVID-19,Eesti,233,"Saare maakond",0074,County,DosesAdministered,33083,1,1,
2020-12-27,219,COVID-19,Eesti,233,"Saare maakond",0074,County,FullyVaccinated,33083,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Saare maakond",0074,County,Vaccinated,33083,1,1,0
2020-12-27,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,DosesAdministered,153317,38,38,
2020-12-27,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,FullyVaccinated,153317,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,Vaccinated,153317,38,38,0.02
2020-12-27,219,COVID-19,Eesti,233,"Valga maakond",0081,County,DosesAdministered,28204,0,0,
2020-12-27,219,COVID-19,Eesti,233,"Valga maakond",0081,County,FullyVaccinated,28204,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Valga maakond",0081,County,Vaccinated,28204,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,DosesAdministered,46161,3,3,
2020-12-27,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,FullyVaccinated,46161,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,Vaccinated,46161,3,3,0.01
2020-12-27,219,COVID-19,Eesti,233,"Võru maakond",0087,County,DosesAdministered,35415,2,2,
2020-12-27,219,COVID-19,Eesti,233,"Võru maakond",0087,County,FullyVaccinated,35415,0,0,0
2020-12-27,219,COVID-19,Eesti,233,"Võru maakond",0087,County,Vaccinated,35415,2,2,0.01
2020-12-28,219,COVID-19,Eesti,233,,,County,DosesAdministered,2157,0,0,
2020-12-28,219,COVID-19,Eesti,233,,,County,FullyVaccinated,2157,0,0,0
2020-12-28,219,COVID-19,Eesti,233,,,County,Vaccinated,2157,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Harju maakond",0037,County,DosesAdministered,605029,222,307,
2020-12-28,219,COVID-19,Eesti,233,"Harju maakond",0037,County,FullyVaccinated,605029,1,1,0
2020-12-28,219,COVID-19,Eesti,233,"Harju maakond",0037,County,Vaccinated,605029,222,307,0.05
2020-12-28,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,DosesAdministered,9315,1,1,
2020-12-28,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,FullyVaccinated,9315,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,Vaccinated,9315,1,1,0.01
2020-12-28,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,DosesAdministered,134259,67,116,
2020-12-28,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,FullyVaccinated,134259,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,Vaccinated,134259,67,116,0.09
2020-12-28,219,COVID-19,Eesti,233,"Järva maakond",0052,County,DosesAdministered,30174,1,1,
2020-12-28,219,COVID-19,Eesti,233,"Järva maakond",0052,County,FullyVaccinated,30174,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Järva maakond",0052,County,Vaccinated,30174,1,1,0
2020-12-28,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,DosesAdministered,28442,0,4,
2020-12-28,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,FullyVaccinated,28442,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,Vaccinated,28442,0,4,0.01
2020-12-28,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,DosesAdministered,20444,3,4,
2020-12-28,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,FullyVaccinated,20444,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,Vaccinated,20444,3,4,0.02
2020-12-28,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,DosesAdministered,58862,6,7,
2020-12-28,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,FullyVaccinated,58862,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,Vaccinated,58862,6,7,0.01
2020-12-28,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,DosesAdministered,86185,4,6,
2020-12-28,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,FullyVaccinated,86185,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,Vaccinated,86185,4,6,0.01
2020-12-28,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,DosesAdministered,24647,1,5,
2020-12-28,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,FullyVaccinated,24647,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,Vaccinated,24647,1,5,0.02
2020-12-28,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,DosesAdministered,33282,3,4,
2020-12-28,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,FullyVaccinated,33282,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,Vaccinated,33282,3,4,0.01
2020-12-28,219,COVID-19,Eesti,233,"Saare maakond",0074,County,DosesAdministered,33083,2,3,
2020-12-28,219,COVID-19,Eesti,233,"Saare maakond",0074,County,FullyVaccinated,33083,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Saare maakond",0074,County,Vaccinated,33083,2,3,0.01
2020-12-28,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,DosesAdministered,153317,7,45,
2020-12-28,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,FullyVaccinated,153317,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,Vaccinated,153317,7,45,0.03
2020-12-28,219,COVID-19,Eesti,233,"Valga maakond",0081,County,DosesAdministered,28204,0,0,
2020-12-28,219,COVID-19,Eesti,233,"Valga maakond",0081,County,FullyVaccinated,28204,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Valga maakond",0081,County,Vaccinated,28204,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,DosesAdministered,46161,1,4,
2020-12-28,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,FullyVaccinated,46161,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,Vaccinated,46161,1,4,0.01
2020-12-28,219,COVID-19,Eesti,233,"Võru maakond",0087,County,DosesAdministered,35415,0,2,
2020-12-28,219,COVID-19,Eesti,233,"Võru maakond",0087,County,FullyVaccinated,35415,0,0,0
2020-12-28,219,COVID-19,Eesti,233,"Võru maakond",0087,County,Vaccinated,35415,0,2,0.01
2020-12-29,219,COVID-19,Eesti,233,,,County,DosesAdministered,2157,0,0,
2020-12-29,219,COVID-19,Eesti,233,,,County,FullyVaccinated,2157,0,0,0
2020-12-29,219,COVID-19,Eesti,233,,,County,Vaccinated,2157,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Harju maakond",0037,County,DosesAdministered,605029,239,546,
2020-12-29,219,COVID-19,Eesti,233,"Harju maakond",0037,County,FullyVaccinated,605029,1,2,0
2020-12-29,219,COVID-19,Eesti,233,"Harju maakond",0037,County,Vaccinated,605029,239,546,0.09
2020-12-29,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,DosesAdministered,9315,2,3,
2020-12-29,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,FullyVaccinated,9315,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,Vaccinated,9315,2,3,0.03
2020-12-29,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,DosesAdministered,134259,59,175,
2020-12-29,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,FullyVaccinated,134259,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,Vaccinated,134259,59,175,0.13
2020-12-29,219,COVID-19,Eesti,233,"Järva maakond",0052,County,DosesAdministered,30174,8,9,
2020-12-29,219,COVID-19,Eesti,233,"Järva maakond",0052,County,FullyVaccinated,30174,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Järva maakond",0052,County,Vaccinated,30174,8,9,0.03
2020-12-29,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,DosesAdministered,28442,1,5,
2020-12-29,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,FullyVaccinated,28442,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,Vaccinated,28442,1,5,0.02
2020-12-29,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,DosesAdministered,20444,0,4,
2020-12-29,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,FullyVaccinated,20444,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,Vaccinated,20444,0,4,0.02
2020-12-29,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,DosesAdministered,58862,34,41,
2020-12-29,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,FullyVaccinated,58862,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,Vaccinated,58862,34,41,0.07
2020-12-29,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,DosesAdministered,86185,4,10,
2020-12-29,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,FullyVaccinated,86185,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,Vaccinated,86185,4,10,0.01
2020-12-29,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,DosesAdministered,24647,2,7,
2020-12-29,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,FullyVaccinated,24647,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,Vaccinated,24647,2,7,0.03
2020-12-29,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,DosesAdministered,33282,7,11,
2020-12-29,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,FullyVaccinated,33282,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,Vaccinated,33282,7,11,0.03
2020-12-29,219,COVID-19,Eesti,233,"Saare maakond",0074,County,DosesAdministered,33083,2,5,
2020-12-29,219,COVID-19,Eesti,233,"Saare maakond",0074,County,FullyVaccinated,33083,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Saare maakond",0074,County,Vaccinated,33083,2,5,0.02
2020-12-29,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,DosesAdministered,153317,9,54,
2020-12-29,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,FullyVaccinated,153317,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,Vaccinated,153317,9,54,0.04
2020-12-29,219,COVID-19,Eesti,233,"Valga maakond",0081,County,DosesAdministered,28204,0,0,
2020-12-29,219,COVID-19,Eesti,233,"Valga maakond",0081,County,FullyVaccinated,28204,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Valga maakond",0081,County,Vaccinated,28204,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,DosesAdministered,46161,0,4,
2020-12-29,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,FullyVaccinated,46161,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,Vaccinated,46161,0,4,0.01
2020-12-29,219,COVID-19,Eesti,233,"Võru maakond",0087,County,DosesAdministered,35415,0,2,
2020-12-29,219,COVID-19,Eesti,233,"Võru maakond",0087,County,FullyVaccinated,35415,0,0,0
2020-12-29,219,COVID-19,Eesti,233,"Võru maakond",0087,County,Vaccinated,35415,0,2,0.01
2020-12-30,219,COVID-19,Eesti,233,,,County,DosesAdministered,2157,2,2,
2020-12-30,219,COVID-19,Eesti,233,,,County,FullyVaccinated,2157,0,0,0
2020-12-30,219,COVID-19,Eesti,233,,,County,Vaccinated,2157,2,2,0.09
2020-12-30,219,COVID-19,Eesti,233,"Harju maakond",0037,County,DosesAdministered,605029,534,1080,
2020-12-30,219,COVID-19,Eesti,233,"Harju maakond",0037,County,FullyVaccinated,605029,0,2,0
2020-12-30,219,COVID-19,Eesti,233,"Harju maakond",0037,County,Vaccinated,605029,534,1080,0.18
2020-12-30,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,DosesAdministered,9315,1,4,
2020-12-30,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,FullyVaccinated,9315,0,0,0
2020-12-30,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,Vaccinated,9315,1,4,0.04
2020-12-30,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,DosesAdministered,134259,23,198,
2020-12-30,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,FullyVaccinated,134259,0,0,0
2020-12-30,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,Vaccinated,134259,23,198,0.15
2020-12-30,219,COVID-19,Eesti,233,"Järva maakond",0052,County,DosesAdministered,30174,37,46,
2020-12-30,219,COVID-19,Eesti,233,"Järva maakond",0052,County,FullyVaccinated,30174,0,0,0
2020-12-30,219,COVID-19,Eesti,233,"Järva maakond",0052,County,Vaccinated,30174,37,46,0.15
2020-12-30,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,DosesAdministered,28442,7,12,
2020-12-30,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,FullyVaccinated,28442,0,0,0
2020-12-30,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,Vaccinated,28442,7,12,0.04
2020-12-30,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,DosesAdministered,20444,10,14,
2020-12-30,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,FullyVaccinated,20444,0,0,0
2020-12-30,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,Vaccinated,20444,10,14,0.07
2020-12-30,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,DosesAdministered,58862,26,67,
2020-12-30,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,FullyVaccinated,58862,0,0,0
2020-12-30,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,Vaccinated,58862,26,67,0.11
2020-12-30,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,DosesAdministered,86185,85,95,
2020-12-30,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,FullyVaccinated,86185,0,0,0
2020-12-30,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,Vaccinated,86185,85,95,0.11
2020-12-30,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,DosesAdministered,24647,36,43,
2020-12-30,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,FullyVaccinated,24647,0,0,0
2020-12-30,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,Vaccinated,24647,36,43,0.17
2020-12-30,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,DosesAdministered,33282,26,37,
2020-12-30,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,FullyVaccinated,33282,0,0,0
2020-12-30,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,Vaccinated,33282,26,37,0.11
2020-12-30,219,COVID-19,Eesti,233,"Saare maakond",0074,County,DosesAdministered,33083,4,9,
2020-12-30,219,COVID-19,Eesti,233,"Saare maakond",0074,County,FullyVaccinated,33083,0,0,0
2020-12-30,219,COVID-19,Eesti,233,"Saare maakond",0074,County,Vaccinated,33083,4,9,0.03
2020-12-30,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,DosesAdministered,153317,130,184,
2020-12-30,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,FullyVaccinated,153317,0,0,0
2020-12-30,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,Vaccinated,153317,130,184,0.12
2020-12-30,219,COVID-19,Eesti,233,"Valga maakond",0081,County,DosesAdministered,28204,11,11,
2020-12-30,219,COVID-19,Eesti,233,"Valga maakond",0081,County,FullyVaccinated,28204,1,1,0
2020-12-30,219,COVID-19,Eesti,233,"Valga maakond",0081,County,Vaccinated,28204,11,11,0.04
2020-12-30,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,DosesAdministered,46161,33,37,
2020-12-30,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,FullyVaccinated,46161,0,0,0
2020-12-30,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,Vaccinated,46161,33,37,0.08
2020-12-30,219,COVID-19,Eesti,233,"Võru maakond",0087,County,DosesAdministered,35415,48,50,
2020-12-30,219,COVID-19,Eesti,233,"Võru maakond",0087,County,FullyVaccinated,35415,0,0,0
2020-12-30,219,COVID-19,Eesti,233,"Võru maakond",0087,County,Vaccinated,35415,48,50,0.14
2020-12-31,219,COVID-19,Eesti,233,,,County,DosesAdministered,2157,1,3,
2020-12-31,219,COVID-19,Eesti,233,,,County,FullyVaccinated,2157,0,0,0
2020-12-31,219,COVID-19,Eesti,233,,,County,Vaccinated,2157,1,3,0.14
2020-12-31,219,COVID-19,Eesti,233,"Harju maakond",0037,County,DosesAdministered,605029,293,1373,
2020-12-31,219,COVID-19,Eesti,233,"Harju maakond",0037,County,FullyVaccinated,605029,0,2,0
2020-12-31,219,COVID-19,Eesti,233,"Harju maakond",0037,County,Vaccinated,605029,293,1373,0.23
2020-12-31,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,DosesAdministered,9315,4,8,
2020-12-31,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,FullyVaccinated,9315,0,0,0
2020-12-31,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,Vaccinated,9315,4,8,0.09
2020-12-31,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,DosesAdministered,134259,1,199,
2020-12-31,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,FullyVaccinated,134259,0,0,0
2020-12-31,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,Vaccinated,134259,1,199,0.15
2020-12-31,219,COVID-19,Eesti,233,"Järva maakond",0052,County,DosesAdministered,30174,7,53,
2020-12-31,219,COVID-19,Eesti,233,"Järva maakond",0052,County,FullyVaccinated,30174,0,0,0
2020-12-31,219,COVID-19,Eesti,233,"Järva maakond",0052,County,Vaccinated,30174,7,53,0.18
2020-12-31,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,DosesAdministered,28442,3,15,
2020-12-31,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,FullyVaccinated,28442,0,0,0
2020-12-31,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,Vaccinated,28442,3,15,0.05
2020-12-31,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,DosesAdministered,20444,6,20,
2020-12-31,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,FullyVaccinated,20444,0,0,0
2020-12-31,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,Vaccinated,20444,6,20,0.1
2020-12-31,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,DosesAdministered,58862,3,70,
2020-12-31,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,FullyVaccinated,58862,0,0,0
2020-12-31,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,Vaccinated,58862,3,70,0.12
2020-12-31,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,DosesAdministered,86185,29,124,
2020-12-31,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,FullyVaccinated,86185,0,0,0
2020-12-31,219,COVID-19,Eesti,233,"Pärnu maakond",0068,County,Vaccinated,86185,29,124,0.14
2020-12-31,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,DosesAdministered,24647,8,51,
2020-12-31,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,FullyVaccinated,24647,0,0,0
2020-12-31,219,COVID-19,Eesti,233,"Põlva maakond",0064,County,Vaccinated,24647,8,51,0.21
2020-12-31,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,DosesAdministered,33282,23,60,
2020-12-31,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,FullyVaccinated,33282,0,0,0
2020-12-31,219,COVID-19,Eesti,233,"Rapla maakond",0071,County,Vaccinated,33282,23,60,0.18
2020-12-31,219,COVID-19,Eesti,233,"Saare maakond",0074,County,DosesAdministered,33083,3,12,
2020-12-31,219,COVID-19,Eesti,233,"Saare maakond",0074,County,FullyVaccinated,33083,0,0,0
2020-12-31,219,COVID-19,Eesti,233,"Saare maakond",0074,County,Vaccinated,33083,3,12,0.04
2020-12-31,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,DosesAdministered,153317,89,273,
2020-12-31,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,FullyVaccinated,153317,0,0,0
2020-12-31,219,COVID-19,Eesti,233,"Tartu maakond",0079,County,Vaccinated,153317,89,273,0.18
2020-12-31,219,COVID-19,Eesti,233,"Valga maakond",0081,County,DosesAdministered,28204,9,20,
2020-12-31,219,COVID-19,Eesti,233,"Valga maakond",0081,County,FullyVaccinated,28204,0,1,0
2020-12-31,219,COVID-19,Eesti,233,"Valga maakond",0081,County,Vaccinated,28204,9,20,0.07
2020-12-31,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,DosesAdministered,46161,100,137,
2020-12-31,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,FullyVaccinated,46161,0,0,0
2020-12-31,219,COVID-19,Eesti,233,"Viljandi maakond",0084,County,Vaccinated,46161,100,137,0.3
2020-12-31,219,COVID-19,Eesti,233,"Võru maakond",0087,County,DosesAdministered,35415,7,57,
2020-12-31,219,COVID-19,Eesti,233,"Võru maakond",0087,County,FullyVaccinated,35415,0,0,0
2020-12-31,219,COVID-19,Eesti,233,"Võru maakond",0087,County,Vaccinated,35415,7,57,0.16
2021-01-01,219,COVID-19,Eesti,233,,,County,DosesAdministered,3643,0,3,
2021-01-01,219,COVID-19,Eesti,233,,,County,FullyVaccinated,3643,0,0,0
2021-01-01,219,COVID-19,Eesti,233,,,County,Vaccinated,3643,0,3,0.08
2021-01-01,219,COVID-19,Eesti,233,"Harju maakond",0037,County,DosesAdministered,609515,0,1373,
2021-01-01,219,COVID-19,Eesti,233,"Harju maakond",0037,County,FullyVaccinated,609515,0,2,0
2021-01-01,219,COVID-19,Eesti,233,"Harju maakond",0037,County,Vaccinated,609515,0,1373,0.23
2021-01-01,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,DosesAdministered,9381,0,8,
2021-01-01,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,FullyVaccinated,9381,0,0,0
2021-01-01,219,COVID-19,Eesti,233,"Hiiu maakond",0039,County,Vaccinated,9381,0,8,0.09
2021-01-01,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,DosesAdministered,131913,0,199,
2021-01-01,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,FullyVaccinated,131913,0,0,0
2021-01-01,219,COVID-19,Eesti,233,"Ida-Viru maakond",0045,County,Vaccinated,131913,0,199,0.15
2021-01-01,219,COVID-19,Eesti,233,"Järva maakond",0052,County,DosesAdministered,29817,0,53,
2021-01-01,219,COVID-19,Eesti,233,"Järva maakond",0052,County,FullyVaccinated,29817,0,0,0
2021-01-01,219,COVID-19,Eesti,233,"Järva maakond",0052,County,Vaccinated,29817,0,53,0.18
2021-01-01,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,DosesAdministered,28082,0,15,
2021-01-01,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,FullyVaccinated,28082,0,0,0
2021-01-01,219,COVID-19,Eesti,233,"Jõgeva maakond",0050,County,Vaccinated,28082,0,15,0.05
2021-01-01,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,DosesAdministered,20285,0,20,
2021-01-01,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,FullyVaccinated,20285,0,0,0
2021-01-01,219,COVID-19,Eesti,233,"Lääne maakond",0056,County,Vaccinated,20285,0,20,0.1
2021-01-01,219,COVID-19,Eesti,233,"Lääne-Viru maakond",0060,County,DosesAdministered,58402,0,70,
