StatisticsDate,TargetDiseaseCode,TargetDisease,MeasurementType,DailyCount,TotalCount,PopulationCoverage
2021-05-20,219,COVID-19,DosesAdministered,14702,617385,
2021-05-20,219,COVID-19,FullyVaccinated,10845,211941,15.93
2021-05-20,219,COVID-19,Vaccinated,5326,423126,31.81
2021-05-21,219,COVID-19,DosesAdministered,14279,631664,
2021-05-21,219,COVID-19,FullyVaccinated,9232,221173,16.63
2021-05-21,219,COVID-19,Vaccinated,6618,429744,32.31
2021-05-22,219,COVID-19,DosesAdministered,4859,636523,
2021-05-22,219,COVID-19,FullyVaccinated,1446,222619,16.73
2021-05-22,219,COVID-19,Vaccinated,4100,433844,32.61
2021-05-23,219,COVID-19,DosesAdministered,3728,640251,
2021-05-23,219,COVID-19,FullyVaccinated,746,223365,16.79
2021-05-23,219,COVID-19,Vaccinated,3332,437176,32.86
2021-05-24,219,COVID-19,DosesAdministered,5497,645748,
2021-05-24,219,COVID-19,FullyVaccinated,2187,225552,16.96
2021-05-24,219,COVID-19,Vaccinated,4381,441557,33.2
2021-05-25,219,COVID-19,DosesAdministered,7009,652757,
2021-05-25,219,COVID-19,FullyVaccinated,2708,228260,17.16
2021-05-25,219,COVID-19,Vaccinated,4982,446539,33.57
2021-05-26,219,COVID-19,DosesAdministered,11407,664164,
2021-05-26,219,COVID-19,FullyVaccinated,6543,234803,17.64
2021-05-26,219,COVID-19,Vaccinated,5786,452325,34.01
2021-05-27,219,COVID-19,DosesAdministered,16157,680321,
2021-05-27,219,COVID-19,FullyVaccinated,11608,246411,18.53
2021-05-27,219,COVID-19,Vaccinated,5735,458060,34.44
2021-05-28,219,COVID-19,DosesAdministered,12490,692811,
2021-05-28,219,COVID-19,FullyVaccinated,9760,256171,19.26
2021-05-28,219,COVID-19,Vaccinated,4751,462811,34.79
2021-05-29,219,COVID-19,DosesAdministered,5206,698017,
2021-05-29,219,COVID-19,FullyVaccinated,2389,258560,19.44
2021-05-29,219,COVID-19,Vaccinated,3834,466645,35.08
2021-05-30,219,COVID-19,DosesAdministered,4537,702554,
2021-05-30,219,COVID-19,FullyVaccinated,1485,260045,19.55
2021-05-30,219,COVID-19,Vaccinated,3531,470176,35.35
2021-05-31,219,COVID-19,DosesAdministered,3716,706270,
2021-05-31,219,COVID-19,FullyVaccinated,1959,262004,19.7
2021-05-31,219,COVID-19,Vaccinated,2301,472477,35.52
2021-06-01,219,COVID-19,DosesAdministered,8571,714841,
2021-06-01,219,COVID-19,FullyVaccinated,4246,266250,20.02
2021-06-01,219,COVID-19,Vaccinated,5749,478226,35.96
2021-06-02,219,COVID-19,DosesAdministered,10973,725814,
2021-06-02,219,COVID-19,FullyVaccinated,5969,272219,20.47
2021-06-02,219,COVID-19,Vaccinated,5760,483986,36.39
2021-06-03,219,COVID-19,DosesAdministered,14006,739820,
2021-06-03,219,COVID-19,FullyVaccinated,8616,280835,21.11
2021-06-03,219,COVID-19,Vaccinated,6118,490104,36.85
2021-06-04,219,COVID-19,DosesAdministered,11624,751444,
2021-06-04,219,COVID-19,FullyVaccinated,7466,288301,21.68
2021-06-04,219,COVID-19,Vaccinated,5025,495129,37.22
2021-06-05,219,COVID-19,DosesAdministered,5201,756645,
2021-06-05,219,COVID-19,FullyVaccinated,3227,291528,21.92
2021-06-05,219,COVID-19,Vaccinated,3454,498583,37.49
2021-06-06,219,COVID-19,DosesAdministered,5216,761861,
2021-06-06,219,COVID-19,FullyVaccinated,3746,295274,22.2
2021-06-06,219,COVID-19,Vaccinated,1618,500201,37.61
2021-06-07,219,COVID-19,DosesAdministered,6277,768138,
2021-06-07,219,COVID-19,FullyVaccinated,3921,299195,22.49
2021-06-07,219,COVID-19,Vaccinated,2977,503178,37.83
2021-06-08,219,COVID-19,DosesAdministered,9569,777707,
2021-06-08,219,COVID-19,FullyVaccinated,6019,305214,22.95
2021-06-08,219,COVID-19,Vaccinated,4224,507402,38.15
2021-06-09,219,COVID-19,DosesAdministered,13466,791173,
2021-06-09,219,COVID-19,FullyVaccinated,9785,314999,23.68
2021-06-09,219,COVID-19,Vaccinated,4346,511748,38.47
2021-06-10,219,COVID-19,DosesAdministered,14923,806096,
2021-06-10,219,COVID-19,FullyVaccinated,11213,326212,24.53
2021-06-10,219,COVID-19,Vaccinated,4328,516076,38.79
2021-06-11,219,COVID-19,DosesAdministered,11866,817962,
2021-06-11,219,COVID-19,FullyVaccinated,8978,335190,25.2
2021-06-11,219,COVID-19,Vaccinated,3420,519496,39.06
2021-06-12,219,COVID-19,DosesAdministered,6830,824792,
2021-06-12,219,COVID-19,FullyVaccinated,4778,339968,25.56
2021-06-12,219,COVID-19,Vaccinated,2202,521698,39.22
2021-06-13,219,COVID-19,DosesAdministered,4577,829369,
2021-06-13,219,COVID-19,FullyVaccinated,3015,342983,25.79
2021-06-13,219,COVID-19,Vaccinated,1690,523388,39.35
2021-06-14,219,COVID-19,DosesAdministered,7758,837127,
2021-06-14,219,COVID-19,FullyVaccinated,5184,348167,26.18
2021-06-14,219,COVID-19,Vaccinated,3156,526544,39.59
2021-06-15,219,COVID-19,DosesAdministered,10548,847675,
2021-06-15,219,COVID-19,FullyVaccinated,7518,355685,26.74
2021-06-15,219,COVID-19,Vaccinated,3444,529988,39.85
2021-06-16,219,COVID-19,DosesAdministered,13234,860909,
2021-06-16,219,COVID-19,FullyVaccinated,10865,366550,27.56
2021-06-16,219,COVID-19,Vaccinated,2924,532912,40.07
2021-06-17,219,COVID-19,DosesAdministered,14116,875025,
2021-06-17,219,COVID-19,FullyVaccinated,11757,378307,28.44
2021-06-17,219,COVID-19,Vaccinated,2914,535826,40.29
2021-06-18,219,COVID-19,DosesAdministered,14033,889058,
2021-06-18,219,COVID-19,FullyVaccinated,11456,389763,29.3
2021-06-18,219,COVID-19,Vaccinated,4480,540306,40.61
2021-06-19,219,COVID-19,DosesAdministered,6261,895319,
2021-06-19,219,COVID-19,FullyVaccinated,4904,394667,29.67
2021-06-19,219,COVID-19,Vaccinated,1625,541931,40.74
2021-06-20,219,COVID-19,DosesAdministered,4041,899360,
2021-06-20,219,COVID-19,FullyVaccinated,2652,397319,29.87
2021-06-20,219,COVID-19,Vaccinated,1774,543705,40.88
2021-06-21,219,COVID-19,DosesAdministered,8620,907980,
2021-06-21,219,COVID-19,FullyVaccinated,6576,403895,30.37
2021-06-21,219,COVID-19,Vaccinated,2895,546600,41.1
2021-06-22,219,COVID-19,DosesAdministered,5861,913841,
2021-06-22,219,COVID-19,FullyVaccinated,4391,408286,30.7
2021-06-22,219,COVID-19,Vaccinated,1823,548423,41.23
2021-06-23,219,COVID-19,DosesAdministered,126,913967,
2021-06-23,219,COVID-19,FullyVaccinated,123,408409,30.71
2021-06-23,219,COVID-19,Vaccinated,3,548426,41.23
2021-06-24,219,COVID-19,DosesAdministered,176,914143,
2021-06-24,219,COVID-19,FullyVaccinated,159,408568,30.72
2021-06-24,219,COVID-19,Vaccinated,36,548462,41.24
2021-06-25,219,COVID-19,DosesAdministered,7639,921782,
2021-06-25,219,COVID-19,FullyVaccinated,6043,414611,31.17
2021-06-25,219,COVID-19,Vaccinated,2011,550473,41.39
2021-06-26,219,COVID-19,DosesAdministered,4454,926236,
2021-06-26,219,COVID-19,FullyVaccinated,3668,418279,31.45
2021-06-26,219,COVID-19,Vaccinated,1148,551621,41.47
2021-06-27,219,COVID-19,DosesAdministered,4425,930661,
2021-06-27,219,COVID-19,FullyVaccinated,3551,421830,31.71
2021-06-27,219,COVID-19,Vaccinated,1223,552844,41.57
2021-06-28,219,COVID-19,DosesAdministered,7477,938138,
2021-06-28,219,COVID-19,FullyVaccinated,6190,428020,32.18
2021-06-28,219,COVID-19,Vaccinated,1923,554767,41.71
2021-06-29,219,COVID-19,DosesAdministered,8404,946542,
2021-06-29,219,COVID-19,FullyVaccinated,6653,434673,32.68
2021-06-29,219,COVID-19,Vaccinated,2179,556946,41.87
2021-06-30,219,COVID-19,DosesAdministered,8854,955396,
2021-06-30,219,COVID-19,FullyVaccinated,7070,441743,33.21
2021-06-30,219,COVID-19,Vaccinated,2428,559374,42.06
2021-07-01,219,COVID-19,DosesAdministered,7382,962778,
2021-07-01,219,COVID-19,FullyVaccinated,5550,447293,33.63
2021-07-01,219,COVID-19,Vaccinated,2390,561764,42.24
2021-07-02,219,COVID-19,DosesAdministered,7400,970178,
2021-07-02,219,COVID-19,FullyVaccinated,5801,453094,34.07
2021-07-02,219,COVID-19,Vaccinated,2344,564108,42.41
2021-07-03,219,COVID-19,DosesAdministered,5031,975209,
2021-07-03,219,COVID-19,FullyVaccinated,4292,457386,34.39
2021-07-03,219,COVID-19,Vaccinated,1340,565448,42.51
2021-07-04,219,COVID-19,DosesAdministered,5521,980730,
2021-07-04,219,COVID-19,FullyVaccinated,4930,462316,34.76
2021-07-04,219,COVID-19,Vaccinated,1351,566799,42.61
2021-07-05,219,COVID-19,DosesAdministered,4614,985344,
2021-07-05,219,COVID-19,FullyVaccinated,2642,464958,34.96
2021-07-05,219,COVID-19,Vaccinated,2531,569330,42.8
2021-07-06,219,COVID-19,DosesAdministered,8341,993685,
2021-07-06,219,COVID-19,FullyVaccinated,6382,471340,35.44
2021-07-06,219,COVID-19,Vaccinated,2568,571898,43
2021-07-07,219,COVID-19,DosesAdministered,6597,1000282,
2021-07-07,219,COVID-19,FullyVaccinated,4833,476173,35.79
2021-07-07,219,COVID-19,Vaccinated,2503,574401,43.19
2021-07-08,219,COVID-19,DosesAdministered,8103,1008385,
2021-07-08,219,COVID-19,FullyVaccinated,6138,482311,36.26
2021-07-08,219,COVID-19,Vaccinated,2655,577056,43.39
2021-07-09,219,COVID-19,DosesAdministered,6629,1015014,
2021-07-09,219,COVID-19,FullyVaccinated,4540,486851,36.6
2021-07-09,219,COVID-19,Vaccinated,2873,579929,43.6
2021-07-10,219,COVID-19,DosesAdministered,3274,1018288,
2021-07-10,219,COVID-19,FullyVaccinated,2226,489077,36.77
2021-07-10,219,COVID-19,Vaccinated,1554,581483,43.72
2021-07-11,219,COVID-19,DosesAdministered,4745,1023033,
2021-07-11,219,COVID-19,FullyVaccinated,3423,492500,37.03
2021-07-11,219,COVID-19,Vaccinated,1568,583051,43.84
2021-07-12,219,COVID-19,DosesAdministered,4460,1027493,
2021-07-12,219,COVID-19,FullyVaccinated,3215,495715,37.27
2021-07-12,219,COVID-19,Vaccinated,1842,584893,43.97
2021-07-13,219,COVID-19,DosesAdministered,6637,1034130,
2021-07-13,219,COVID-19,FullyVaccinated,4960,500675,37.64
2021-07-13,219,COVID-19,Vaccinated,2445,587338,44.16
2021-07-14,219,COVID-19,DosesAdministered,7129,1041259,
2021-07-14,219,COVID-19,FullyVaccinated,5522,506197,38.06
2021-07-14,219,COVID-19,Vaccinated,2259,589597,44.33
2021-07-15,219,COVID-19,DosesAdministered,7491,1048750,
2021-07-15,219,COVID-19,FullyVaccinated,5803,512000,38.49
2021-07-15,219,COVID-19,Vaccinated,2977,592574,44.55
2021-07-16,219,COVID-19,DosesAdministered,4990,1053740,
2021-07-16,219,COVID-19,FullyVaccinated,3896,515896,38.79
2021-07-16,219,COVID-19,Vaccinated,1996,594570,44.7
2021-07-17,219,COVID-19,DosesAdministered,1879,1055619,
2021-07-17,219,COVID-19,FullyVaccinated,1123,517019,38.86
2021-07-17,219,COVID-19,Vaccinated,1270,595840,44.8
2021-07-18,219,COVID-19,DosesAdministered,4334,1059953,
2021-07-18,219,COVID-19,FullyVaccinated,2123,519142,39.03
2021-07-18,219,COVID-19,Vaccinated,3044,598884,45.03
2021-07-19,219,COVID-19,DosesAdministered,5844,1065797,
2021-07-19,219,COVID-19,FullyVaccinated,3789,522931,39.32
2021-07-19,219,COVID-19,Vaccinated,3112,601996,45.26
2021-07-20,219,COVID-19,DosesAdministered,8157,1073954,
2021-07-20,219,COVID-19,FullyVaccinated,5814,528745,39.75
2021-07-20,219,COVID-19,Vaccinated,3301,605297,45.51
2021-07-21,219,COVID-19,DosesAdministered,6898,1080852,
2021-07-21,219,COVID-19,FullyVaccinated,4622,533367,40.1
2021-07-21,219,COVID-19,Vaccinated,3053,608350,45.74
2021-07-22,219,COVID-19,DosesAdministered,7745,1088597,
2021-07-22,219,COVID-19,FullyVaccinated,5338,538705,40.5
2021-07-22,219,COVID-19,Vaccinated,3776,612126,46.02
2021-07-23,219,COVID-19,DosesAdministered,7420,1096017,
2021-07-23,219,COVID-19,FullyVaccinated,4307,543012,40.83
2021-07-23,219,COVID-19,Vaccinated,4180,616306,46.34
2021-07-24,219,COVID-19,DosesAdministered,3345,1099362,
2021-07-24,219,COVID-19,FullyVaccinated,1715,544727,40.95
2021-07-24,219,COVID-19,Vaccinated,2349,618655,46.51
2021-07-25,219,COVID-19,DosesAdministered,3214,1102576,
2021-07-25,219,COVID-19,FullyVaccinated,1717,546444,41.08
2021-07-25,219,COVID-19,Vaccinated,2264,620919,46.68
2021-07-26,219,COVID-19,DosesAdministered,5584,1108160,
2021-07-26,219,COVID-19,FullyVaccinated,3303,549747,41.33
2021-07-26,219,COVID-19,Vaccinated,3226,624145,46.93
2021-07-27,219,COVID-19,DosesAdministered,6130,1114290,
2021-07-27,219,COVID-19,FullyVaccinated,4177,553924,41.65
2021-07-27,219,COVID-19,Vaccinated,2656,626801,47.13
2021-07-28,219,COVID-19,DosesAdministered,5510,1119800,
2021-07-28,219,COVID-19,FullyVaccinated,3319,557243,41.9
2021-07-28,219,COVID-19,Vaccinated,3066,629867,47.36
2021-07-29,219,COVID-19,DosesAdministered,5213,1125013,
2021-07-29,219,COVID-19,FullyVaccinated,2490,559733,42.08
2021-07-29,219,COVID-19,Vaccinated,3403,633270,47.61
2021-07-30,219,COVID-19,DosesAdministered,5132,1130145,
2021-07-30,219,COVID-19,FullyVaccinated,2630,562363,42.28
2021-07-30,219,COVID-19,Vaccinated,3219,636489,47.85
2021-07-31,219,COVID-19,DosesAdministered,2958,1133103,
2021-07-31,219,COVID-19,FullyVaccinated,1535,563898,42.4
2021-07-31,219,COVID-19,Vaccinated,2054,638543,48.01
2021-08-01,219,COVID-19,DosesAdministered,2786,1135889,
2021-08-01,219,COVID-19,FullyVaccinated,1402,565300,42.5
2021-08-01,219,COVID-19,Vaccinated,1979,640522,48.16
2021-08-02,219,COVID-19,DosesAdministered,5906,1141795,
2021-08-02,219,COVID-19,FullyVaccinated,2807,568107,42.71
2021-08-02,219,COVID-19,Vaccinated,3829,644351,48.44
2021-08-03,219,COVID-19,DosesAdministered,6241,1148036,
2021-08-03,219,COVID-19,FullyVaccinated,2913,571020,42.93
2021-08-03,219,COVID-19,Vaccinated,4294,648645,48.77
2021-08-04,219,COVID-19,DosesAdministered,6150,1154186,
2021-08-04,219,COVID-19,FullyVaccinated,2926,573946,43.15
2021-08-04,219,COVID-19,Vaccinated,4716,653361,49.12
2021-08-05,219,COVID-19,DosesAdministered,5391,1159577,
2021-08-05,219,COVID-19,FullyVaccinated,2567,576513,43.34
2021-08-05,219,COVID-19,Vaccinated,3943,657304,49.42
2021-08-06,219,COVID-19,DosesAdministered,6732,1166309,
2021-08-06,219,COVID-19,FullyVaccinated,3130,579643,43.58
2021-08-06,219,COVID-19,Vaccinated,4961,662265,49.79
2021-08-07,219,COVID-19,DosesAdministered,3533,1169842,
2021-08-07,219,COVID-19,FullyVaccinated,1672,581315,43.71
2021-08-07,219,COVID-19,Vaccinated,2627,664892,49.99
2021-08-08,219,COVID-19,DosesAdministered,2066,1171908,
2021-08-08,219,COVID-19,FullyVaccinated,803,582118,43.77
2021-08-08,219,COVID-19,Vaccinated,1719,666611,50.12
2021-08-09,219,COVID-19,DosesAdministered,5496,1177404,
2021-08-09,219,COVID-19,FullyVaccinated,2837,584955,43.98
2021-08-09,219,COVID-19,Vaccinated,3888,670499,50.41
2021-08-10,219,COVID-19,DosesAdministered,6140,1183544,
2021-08-10,219,COVID-19,FullyVaccinated,3191,588146,44.22
2021-08-10,219,COVID-19,Vaccinated,4215,674714,50.73
2021-08-11,219,COVID-19,DosesAdministered,5716,1189260,
2021-08-11,219,COVID-19,FullyVaccinated,2807,590953,44.43
2021-08-11,219,COVID-19,Vaccinated,3938,678652,51.02
2021-08-12,219,COVID-19,DosesAdministered,5680,1194940,
2021-08-12,219,COVID-19,FullyVaccinated,2750,593703,44.64
2021-08-12,219,COVID-19,Vaccinated,3767,682419,51.31
2021-08-13,219,COVID-19,DosesAdministered,5906,1200846,
2021-08-13,219,COVID-19,FullyVaccinated,3050,596753,44.87
2021-08-13,219,COVID-19,Vaccinated,3968,686387,51.61
2021-08-14,219,COVID-19,DosesAdministered,4573,1205419,
2021-08-14,219,COVID-19,FullyVaccinated,2518,599271,45.06
2021-08-14,219,COVID-19,Vaccinated,2814,689201,51.82
2021-08-15,219,COVID-19,DosesAdministered,2360,1207779,
2021-08-15,219,COVID-19,FullyVaccinated,1148,600419,45.14
2021-08-15,219,COVID-19,Vaccinated,1566,690767,51.93
2021-08-16,219,COVID-19,DosesAdministered,5375,1213154,
2021-08-16,219,COVID-19,FullyVaccinated,2987,603406,45.37
2021-08-16,219,COVID-19,Vaccinated,3236,694003,52.18
2021-08-17,219,COVID-19,DosesAdministered,4879,1218033,
2021-08-17,219,COVID-19,FullyVaccinated,2626,606032,45.56
2021-08-17,219,COVID-19,Vaccinated,2885,696888,52.39
2021-08-18,219,COVID-19,DosesAdministered,5267,1223300,
2021-08-18,219,COVID-19,FullyVaccinated,2688,608720,45.77
2021-08-18,219,COVID-19,Vaccinated,3254,700142,52.64
2021-08-19,219,COVID-19,DosesAdministered,5760,1229060,
2021-08-19,219,COVID-19,FullyVaccinated,3359,612079,46.02
2021-08-19,219,COVID-19,Vaccinated,3264,703406,52.88
2021-08-20,219,COVID-19,DosesAdministered,1416,1230476,
2021-08-20,219,COVID-19,FullyVaccinated,756,612835,46.08
2021-08-20,219,COVID-19,Vaccinated,836,704242,52.95
2021-08-21,219,COVID-19,DosesAdministered,2789,1233265,
2021-08-21,219,COVID-19,FullyVaccinated,1281,614116,46.17
2021-08-21,219,COVID-19,Vaccinated,1846,706088,53.09
2021-08-22,219,COVID-19,DosesAdministered,1397,1234662,
2021-08-22,219,COVID-19,FullyVaccinated,436,614552,46.2
2021-08-22,219,COVID-19,Vaccinated,1185,707273,53.18
2021-08-23,219,COVID-19,DosesAdministered,4101,1238763,
2021-08-23,219,COVID-19,FullyVaccinated,2215,616767,46.37
2021-08-23,219,COVID-19,Vaccinated,2387,709660,53.36
2021-08-24,219,COVID-19,DosesAdministered,4154,1242917,
2021-08-24,219,COVID-19,FullyVaccinated,2350,619117,46.55
2021-08-24,219,COVID-19,Vaccinated,2297,711957,53.53
2021-08-25,219,COVID-19,DosesAdministered,4510,1247427,
2021-08-25,219,COVID-19,FullyVaccinated,2614,621731,46.74
2021-08-25,219,COVID-19,Vaccinated,2577,714534,53.72
2021-08-26,219,COVID-19,DosesAdministered,3714,1251141,
2021-08-26,219,COVID-19,FullyVaccinated,2122,623853,46.9
2021-08-26,219,COVID-19,Vaccinated,2076,716610,53.88
2021-08-27,219,COVID-19,DosesAdministered,4784,1255925,
2021-08-27,219,COVID-19,FullyVaccinated,2602,626455,47.1
2021-08-27,219,COVID-19,Vaccinated,2875,719485,54.09
2021-08-28,219,COVID-19,DosesAdministered,3644,1259569,
2021-08-28,219,COVID-19,FullyVaccinated,1949,628404,47.25
2021-08-28,219,COVID-19,Vaccinated,2265,721750,54.26
2021-08-29,219,COVID-19,DosesAdministered,3732,1263301,
2021-08-29,219,COVID-19,FullyVaccinated,2197,630601,47.41
2021-08-29,219,COVID-19,Vaccinated,1870,723620,54.4
2021-08-30,219,COVID-19,DosesAdministered,3828,1267129,
2021-08-30,219,COVID-19,FullyVaccinated,2480,633081,47.6
2021-08-30,219,COVID-19,Vaccinated,1803,725423,54.54
2021-08-31,219,COVID-19,DosesAdministered,5035,1272164,
2021-08-31,219,COVID-19,FullyVaccinated,3678,636759,47.87
2021-08-31,219,COVID-19,Vaccinated,1808,727231,54.68
2021-09-01,219,COVID-19,DosesAdministered,2351,1274515,
2021-09-01,219,COVID-19,FullyVaccinated,1556,638315,47.99
2021-09-01,219,COVID-19,Vaccinated,1020,728251,54.75
2021-09-02,219,COVID-19,DosesAdministered,3480,1277995,
2021-09-02,219,COVID-19,FullyVaccinated,2377,640692,48.17
2021-09-02,219,COVID-19,Vaccinated,1644,729895,54.88
2021-09-03,219,COVID-19,DosesAdministered,3287,1281282,
2021-09-03,219,COVID-19,FullyVaccinated,2255,642947,48.34
2021-09-03,219,COVID-19,Vaccinated,1483,731378,54.99
2021-09-04,219,COVID-19,DosesAdministered,3174,1284456,
2021-09-04,219,COVID-19,FullyVaccinated,2384,645331,48.52
2021-09-04,219,COVID-19,Vaccinated,1135,732513,55.07
2021-09-05,219,COVID-19,DosesAdministered,2337,1286793,
2021-09-05,219,COVID-19,FullyVaccinated,2049,647380,48.67
2021-09-05,219,COVID-19,Vaccinated,458,732971,55.11
2021-09-06,219,COVID-19,DosesAdministered,3690,1290483,
2021-09-06,219,COVID-19,FullyVaccinated,2802,650182,48.88
2021-09-06,219,COVID-19,Vaccinated,1292,734263,55.2
2021-09-07,219,COVID-19,DosesAdministered,3582,1294065,
2021-09-07,219,COVID-19,FullyVaccinated,2679,652861,49.08
2021-09-07,219,COVID-19,Vaccinated,1337,735600,55.31
2021-09-08,219,COVID-19,DosesAdministered,3355,1297420,
2021-09-08,219,COVID-19,FullyVaccinated,2563,655424,49.28
2021-09-08,219,COVID-19,Vaccinated,1150,736750,55.39
2021-09-09,219,COVID-19,DosesAdministered,3425,1300845,
2021-09-09,219,COVID-19,FullyVaccinated,2661,658085,49.48
2021-09-09,219,COVID-19,Vaccinated,1136,737886,55.48
2021-09-10,219,COVID-19,DosesAdministered,3576,1304421,
2021-09-10,219,COVID-19,FullyVaccinated,2785,660870,49.69
2021-09-10,219,COVID-19,Vaccinated,1143,739029,55.56
2021-09-11,219,COVID-19,DosesAdministered,2718,1307139,
2021-09-11,219,COVID-19,FullyVaccinated,2086,662956,49.84
2021-09-11,219,COVID-19,Vaccinated,860,739889,55.63
2021-09-12,219,COVID-19,DosesAdministered,2124,1309263,
2021-09-12,219,COVID-19,FullyVaccinated,1798,664754,49.98
2021-09-12,219,COVID-19,Vaccinated,446,740335,55.66
2021-09-13,219,COVID-19,DosesAdministered,3704,1312967,
2021-09-13,219,COVID-19,FullyVaccinated,3036,667790,50.21
2021-09-13,219,COVID-19,Vaccinated,945,741280,55.73
2021-09-14,219,COVID-19,DosesAdministered,4085,1317052,
2021-09-14,219,COVID-19,FullyVaccinated,3313,671103,50.46
2021-09-14,219,COVID-19,Vaccinated,1133,742413,55.82
2021-09-15,219,COVID-19,DosesAdministered,3877,1320929,
2021-09-15,219,COVID-19,FullyVaccinated,3123,674226,50.69
2021-09-15,219,COVID-19,Vaccinated,1077,743490,55.9
2021-09-16,219,COVID-19,DosesAdministered,3768,1324697,
2021-09-16,219,COVID-19,FullyVaccinated,3084,677310,50.92
2021-09-16,219,COVID-19,Vaccinated,1176,744666,55.99
2021-09-17,219,COVID-19,DosesAdministered,3960,1328657,
2021-09-17,219,COVID-19,FullyVaccinated,3244,680554,51.17
2021-09-17,219,COVID-19,Vaccinated,1431,746097,56.09
2021-09-18,219,COVID-19,DosesAdministered,2987,1331644,
2021-09-18,219,COVID-19,FullyVaccinated,2510,683064,51.36
2021-09-18,219,COVID-19,Vaccinated,1031,747128,56.17
2021-09-19,219,COVID-19,DosesAdministered,1732,1333376,
2021-09-19,219,COVID-19,FullyVaccinated,1477,684541,51.47
2021-09-19,219,COVID-19,Vaccinated,699,747827,56.22
2021-09-20,219,COVID-19,DosesAdministered,3115,1336491,
2021-09-20,219,COVID-19,FullyVaccinated,2698,687239,51.67
2021-09-20,219,COVID-19,Vaccinated,838,748665,56.29
2021-09-21,219,COVID-19,DosesAdministered,3948,1340439,
2021-09-21,219,COVID-19,FullyVaccinated,3410,690649,51.93
2021-09-21,219,COVID-19,Vaccinated,831,749496,56.35
2021-09-22,219,COVID-19,DosesAdministered,3990,1344429,
2021-09-22,219,COVID-19,FullyVaccinated,3389,694038,52.18
2021-09-22,219,COVID-19,Vaccinated,1028,750524,56.43
2021-09-23,219,COVID-19,DosesAdministered,4075,1348504,
2021-09-23,219,COVID-19,FullyVaccinated,3430,697468,52.44
2021-09-23,219,COVID-19,Vaccinated,1431,751955,56.54
2021-09-24,219,COVID-19,DosesAdministered,4405,1352909,
2021-09-24,219,COVID-19,FullyVaccinated,3777,701245,52.72
2021-09-24,219,COVID-19,Vaccinated,1426,753381,56.64
2021-09-25,219,COVID-19,DosesAdministered,3451,1356360,
2021-09-25,219,COVID-19,FullyVaccinated,3094,704339,52.96
2021-09-25,219,COVID-19,Vaccinated,1012,754393,56.72
2021-09-26,219,COVID-19,DosesAdministered,2009,1358369,
2021-09-26,219,COVID-19,FullyVaccinated,1830,706169,53.09
2021-09-26,219,COVID-19,Vaccinated,539,754932,56.76
2021-09-27,219,COVID-19,DosesAdministered,1641,1360010,
2021-09-27,219,COVID-19,FullyVaccinated,1419,707588,53.2
2021-09-27,219,COVID-19,Vaccinated,495,755427,56.8
2021-09-28,219,COVID-19,DosesAdministered,3416,1363426,
2021-09-28,219,COVID-19,FullyVaccinated,2828,710416,53.41
2021-09-28,219,COVID-19,Vaccinated,1223,756650,56.89
2021-09-29,219,COVID-19,DosesAdministered,2691,1366117,
2021-09-29,219,COVID-19,FullyVaccinated,2224,712640,53.58
2021-09-29,219,COVID-19,Vaccinated,1035,757685,56.97
2021-09-30,219,COVID-19,DosesAdministered,2800,1368917,
2021-09-30,219,COVID-19,FullyVaccinated,2335,714975,53.75
2021-09-30,219,COVID-19,Vaccinated,937,758622,57.04
2021-10-01,219,COVID-19,DosesAdministered,2258,1371175,
2021-10-01,219,COVID-19,FullyVaccinated,1909,716884,53.9
2021-10-01,219,COVID-19,Vaccinated,976,759598,57.11
2021-10-02,219,COVID-19,DosesAdministered,2162,1373337,
2021-10-02,219,COVID-19,FullyVaccinated,1921,718805,54.04
2021-10-02,219,COVID-19,Vaccinated,581,760179,57.15
2021-10-03,219,COVID-19,DosesAdministered,665,1374002,
2021-10-03,219,COVID-19,FullyVaccinated,539,719344,54.08
2021-10-03,219,COVID-19,Vaccinated,283,760462,57.17
2021-10-04,219,COVID-19,DosesAdministered,1721,1375723,
2021-10-04,219,COVID-19,FullyVaccinated,1447,720791,54.19
2021-10-04,219,COVID-19,Vaccinated,649,761111,57.22
2021-10-05,219,COVID-19,DosesAdministered,2165,1377888,
2021-10-05,219,COVID-19,FullyVaccinated,1777,722568,54.33
2021-10-05,219,COVID-19,Vaccinated,798,761909,57.28
2021-10-06,219,COVID-19,DosesAdministered,2003,1379891,
2021-10-06,219,COVID-19,FullyVaccinated,1655,724223,54.45
2021-10-06,219,COVID-19,Vaccinated,733,762642,57.34
2021-10-07,219,COVID-19,DosesAdministered,1909,1381800,
2021-10-07,219,COVID-19,FullyVaccinated,1565,725788,54.57
2021-10-07,219,COVID-19,Vaccinated,793,763435,57.4
2021-10-08,219,COVID-19,DosesAdministered,2204,1384004,
2021-10-08,219,COVID-19,FullyVaccinated,1717,727505,54.7
2021-10-08,219,COVID-19,Vaccinated,964,764399,57.47
2021-10-09,219,COVID-19,DosesAdministered,2026,1386030,
2021-10-09,219,COVID-19,FullyVaccinated,1748,729253,54.83
2021-10-09,219,COVID-19,Vaccinated,626,765025,57.52
2021-10-10,219,COVID-19,DosesAdministered,1202,1387232,
2021-10-10,219,COVID-19,FullyVaccinated,1020,730273,54.9
2021-10-10,219,COVID-19,Vaccinated,351,765376,57.54
2021-10-11,219,COVID-19,DosesAdministered,1620,1388852,
